Sample Name,IV_curve_XYZH_3L,,
Test Name,New 2T Resistance - Sweep,,
Location Info,,,
Mode,Sweeping,,
Speed,Normal,,
Start Delay,0,s,
Delay Between Measurements,0,s,
Number Of Samples,N/A,,
Precisio version,2.5.0.4,,
Executed,06/05/26 17:12:41,,
Duration,00:00:39,,
Device Terminal,Terminal 1,Terminal 2,
Instrument,Keithley TSP Instrument - SMU master,Keithley TSP Instrument - GNDU,
MiBot,4: miBot 4,3: miBot 3,
Operation Mode,Voltage Sweep,Common,
Start/Bias,-2,0,
Stop,2,N/A,
Step,0.04,N/A,
Number of Points,101,N/A,
Compliance,0.001,1.05,
Measure Current,Measured,N/A,
Measure Voltage,Measured,N/A,
Current Range,Limited Auto (1E-08 A),N/A,
Voltage Range,Auto,N/A,
I1,V1,
I Terminal 1,V Terminal 1,
-2.54249101772075E-08,-1.99995303153992,
-2.18434621501729E-08,-1.95998406410217,
-2.04884003096595E-08,-1.9199903011322,
-1.877337751921E-08,-1.87998080253601,
-1.48630618923562E-08,-1.83997082710266,
-1.30655166685756E-08,-1.79999899864197,
-1.11488276388627E-08,-1.75998091697693,
-1.0628525615175E-08,-1.71997857093811,
-9.54720746904059E-09,-1.67997336387634,
-8.31524005207029E-09,-1.64000058174133,
-7.21466619779676E-09,-1.59999489784241,
-7.22015158771683E-09,-1.55999350547791,
-6.4017058321042E-09,-1.51997828483582,
-5.90256377108744E-09,-1.47996973991394,
-5.31078114818229E-09,-1.44000887870789,
-4.69404426439723E-09,-1.39998745918274,
-4.30608793067222E-09,-1.35997986793518,
-4.01561806029349E-09,-1.31998515129089,
-3.54066287400201E-09,-1.28000473976135,
-3.17591286602692E-09,-1.23999238014221,
-2.82723533473472E-09,-1.19999241828918,
-2.8970390530958E-09,-1.1599862575531,
-2.45231035478355E-09,-1.12000346183777,
-2.17744400288211E-09,-1.08000063896179,
-1.97942995328049E-09,-1.03999829292297,
-1.83548820587021E-09,-0.999992609024048,
-1.63446145506896E-09,-0.960008382797241,
-1.50171786117426E-09,-0.920005083084106,
-1.42645717460255E-09,-0.880006074905396,
-1.223000367645E-09,-0.839995622634888,
-1.13526255063334E-09,-0.800010919570923,
-1.02480157693208E-09,-0.760011434555054,
-9.59033741310122E-10,-0.719998121261597,
-8.76354988577077E-10,-0.679985284805298,
-7.11821712684468E-10,-0.639983892440796,
-6.37086827737221E-10,-0.600014925003052,
-5.87661475037748E-10,-0.560001611709595,
-6.03904481977224E-10,-0.519987821578979,
-5.06275910083787E-10,-0.479983568191528,
-4.03829858441895E-10,-0.440009117126465,
-3.35532490680635E-10,-0.400002956390381,
-2.79797518487612E-10,-0.359993457794189,
-2.26833662964054E-10,-0.319983959197998,
-1.17978515845607E-10,-0.280007123947144,
-1.42620137921767E-10,-0.239996671676636,
1.56262558448361E-10,-0.199995756149292,
-7.52322648622794E-11,-0.159998655319214,
-3.27702309732558E-11,-0.119997024536133,
-1.94830818145419E-11,-0.0799980163574219,
-1.26050281323842E-11,-0.0399932861328125,
2.99849034490762E-10,5.66244125366211E-07,
6.13212591815682E-10,0.040008544921875,
4.35278479926637E-11,0.0800068378448486,
4.45226078227279E-11,0.120007753372192,
7.38396011001896E-11,0.160008430480957,
9.56816847974551E-11,0.200010061264038,
7.36335437068192E-10,0.239996671676636,
2.36994424085424E-10,0.279998540878296,
3.61211505151005E-10,0.320003986358643,
5.45711031918472E-10,0.360002517700195,
7.99815325080999E-10,0.400004863739014,
1.11499787180946E-09,0.440001964569092,
1.5682246612414E-09,0.480002403259277,
2.13707096463622E-09,0.519999504089355,
2.84023826679913E-09,0.560006380081177,
3.68110875115235E-09,0.600010871887207,
4.53738380201685E-09,0.640004873275757,
5.71303360175079E-09,0.679997682571411,
7.0030665710874E-09,0.720005989074707,
8.53478354656545E-09,0.760007858276367,
1.01527604101648E-08,0.800002098083496,
1.20826371130534E-08,0.840002775192261,
1.39668401288873E-08,0.880012989044189,
1.56762780534336E-08,0.920004844665527,
1.80324661869236E-08,0.960001230239868,
2.02425809447959E-08,1.00000786781311,
2.27207266334517E-08,1.04000973701477,
2.51431657716239E-08,1.07999992370605,
2.79968475069836E-08,1.11999821662903,
3.03201659335173E-08,1.16000270843506,
3.32961889171202E-08,1.20000386238098,
3.60778216190738E-08,1.23999404907227,
3.90272703043593E-08,1.27999758720398,
4.17498000615524E-08,1.31999778747559,
4.49204122787705E-08,1.36000180244446,
4.8146446829378E-08,1.39999103546143,
5.14522184857924E-08,1.4400007724762,
5.51445253904603E-08,1.47999215126038,
5.84659431979162E-08,1.5199921131134,
6.19593976125543E-08,1.559983253479,
6.56422400879819E-08,1.59999656677246,
6.89458019564881E-08,1.63999366760254,
7.33396632313088E-08,1.67999148368835,
7.61359970624653E-08,1.71998178958893,
7.76984805384018E-08,1.75998854637146,
8.12144804740456E-08,1.79998517036438,
8.5380470693508E-08,1.83998417854309,
8.78503740864289E-08,1.87999546527863,
9.11368829292769E-08,1.91998136043549,
9.65658628615529E-08,1.95997798442841,
1.00028685778852E-07,1.99999010562897,
