Sample Name,IV_curve_3H_4L_6,,
Test Name,New 2T Resistance - Sweep,,
Location Info,,,
Mode,Sweeping,,
Speed,Normal,,
Start Delay,0,s,
Delay Between Measurements,0,s,
Number Of Samples,N/A,,
Precisio version,2.5.0.4,,
Executed,06/05/26 16:33:21,,
Duration,00:00:09,,
Device Terminal,Terminal 1,Terminal 2,
Instrument,Keithley TSP Instrument - SMU master,Keithley TSP Instrument - GNDU,
MiBot,3: miBot 3,4: miBot 4,
Operation Mode,Voltage Sweep,Common,
Start/Bias,-6,0,
Stop,6,N/A,
Step,0.12,N/A,
Number of Points,101,N/A,
Compliance,0.001,1.05,
Measure Current,Measured,N/A,
Measure Voltage,Measured,N/A,
Current Range,Limited Auto (1E-08 A),N/A,
Voltage Range,Auto,N/A,
I1,V1,
I Terminal 1,V Terminal 1,
-0.000130140921100974,-6.00004196166992,
-0.000128093175590038,-5.88013458251953,
-0.00012543227057904,-5.75984954833984,
-0.000122793717309833,-5.63997268676758,
-0.000120273092761636,-5.51998901367188,
-0.000117495772428811,-5.400146484375,
-0.000114936497993767,-5.27983856201172,
-0.000112297129817307,-5.1599006652832,
-0.00010976695921272,-5.04004287719727,
-0.000107227941043675,-4.92007064819336,
-0.000104639562778175,-4.80019760131836,
-0.000102056888863444,-4.679931640625,
-9.93081484921277E-05,-4.55981063842773,
-9.67597297858447E-05,-4.43997573852539,
-9.41742327995598E-05,-4.31999969482422,
-9.15492419153452E-05,-4.19978332519531,
-8.90030642040074E-05,-4.07982635498047,
-8.64475732669234E-05,-3.95986557006836,
-8.38705745991319E-05,-3.84003067016602,
-8.12541402410716E-05,-3.71973037719727,
-7.8646931797266E-05,-3.59987640380859,
-7.60526745580137E-05,-3.47991561889648,
-7.34344066586345E-05,-3.35997009277344,
-7.08263833075762E-05,-3.24007797241211,
-6.82389654684812E-05,-3.11971664428711,
-6.56569609418511E-05,-2.99989318847656,
-6.30138965789229E-05,-2.8798828125,
-6.04004744673148E-05,-2.75993728637695,
-5.77986356802285E-05,-2.63974761962891,
-5.51923440070823E-05,-2.51980209350586,
-5.25536888744682E-05,-2.39994049072266,
-4.98613808304071E-05,-2.27997970581055,
-4.7272362280637E-05,-2.16001129150391,
-4.46305493824184E-05,-2.03997468948364,
-4.19702118961141E-05,-1.91998481750488,
-3.93021764466539E-05,-1.80000257492065,
-3.66422609658912E-05,-1.67997264862061,
-3.39603575412184E-05,-1.55998611450195,
-3.1280520488508E-05,-1.44000339508057,
-2.86167196463794E-05,-1.319983959198,
-2.59668013313785E-05,-1.19999074935913,
-2.33055034186691E-05,-1.08000040054321,
-2.06772383535281E-05,-0.960007667541504,
-1.80478091351688E-05,-0.839995384216309,
-1.5436191461049E-05,-0.719997882843018,
-1.28495012177154E-05,-0.600014209747314,
-1.02604826679453E-05,-0.479983806610107,
-7.67947130952962E-06,-0.359987258911133,
-5.12431870447472E-06,-0.239992618560791,
-2.56216299021617E-06,-0.119995832443237,
-2.44000375460018E-11,9.83476638793945E-07,
2.54468250204809E-06,0.120002508163452,
5.09592700836947E-06,0.239986896514893,
7.64333799452288E-06,0.359985828399658,
1.02049325505504E-05,0.479984521865845,
1.27354869619012E-05,0.600008249282837,
1.52945867739618E-05,0.720002889633179,
1.78716873051599E-05,0.839999675750732,
2.04576208489016E-05,0.959997892379761,
2.30401492444798E-05,1.07999801635742,
2.56296916631982E-05,1.20000386238098,
2.82135151792318E-05,1.31999921798706,
3.08377930196002E-05,1.44000220298767,
3.34554060827941E-05,1.5599912405014,
3.60810081474483E-05,1.67999827861786,
3.87102481909096E-05,1.79999482631683,
4.13114903494716E-05,1.91999399662018,
4.39282594015822E-05,2.03999137878418,
4.65614430140704E-05,2.15986633300781,
4.91836981382221E-05,2.28002548217773,
5.17433945788071E-05,2.39996337890625,
5.43200440006331E-05,2.51980590820313,
5.69012918276712E-05,2.64005279541016,
5.94940211158246E-05,2.75989532470703,
6.2046863604337E-05,2.87981033325195,
6.47216002107598E-05,2.99975967407227,
6.73041358822957E-05,3.11990737915039,
6.98976073181257E-05,3.23990249633789,
7.24684359738603E-05,3.35976409912109,
7.51184343243949E-05,3.48000717163086,
7.77400273364037E-05,3.59994506835938,
8.03499715402722E-05,3.71979522705078,
8.29274649731815E-05,3.84006309509277,
8.54765967233106E-05,3.95986366271973,
8.81555752130225E-05,4.0798225402832,
9.07218418433331E-05,4.19972991943359,
9.31793547351845E-05,4.31992721557617,
9.58682358032092E-05,4.43988227844238,
9.8318574600853E-05,4.55968475341797,
0.000100975230452605,4.68001937866211,
0.000103478014352731,4.7999210357666,
0.000105845159851015,4.91997146606445,
0.000108521082438529,5.03990936279297,
0.000111327972263098,5.16008377075195,
0.000113881542347372,5.2800235748291,
0.000116631621494889,5.39996337890625,
0.000119012198410928,5.52009773254395,
0.00012183201033622,5.64006233215332,
0.000124422949738801,5.75992584228516,
0.000126986182294786,5.88019943237305,
0.000129509251564741,6.00008201599121,
