Sample Name,IV_curve_3H_XYZL,,
Test Name,New 2T Resistance - Sweep,,
Location Info,,,
Mode,Sweeping,,
Speed,Normal,,
Start Delay,0,s,
Delay Between Measurements,0,s,
Number Of Samples,N/A,,
Precisio version,2.5.0.4,,
Executed,22/05/26 14:25:10,,
Duration,00:00:14,,
Device Terminal,Terminal 1,Terminal 2,
Instrument,Keithley TSP Instrument - SMU master,Keithley TSP Instrument - GNDU,
MiBot,3: miBot 3,4: miBot 4,
Operation Mode,Voltage Sweep,Common,
Start/Bias,-2,0,
Stop,2,N/A,
Step,0.04,N/A,
Number of Points,101,N/A,
Compliance,0.001,1.05,
Measure Current,Measured,N/A,
Measure Voltage,Measured,N/A,
Current Range,Limited Auto (1E-08 A),N/A,
Voltage Range,Auto,N/A,
I1,V1,
I Terminal 1,V Terminal 1,
-2.91498690785374E-06,-1.99995350837708,
-2.82153450825717E-06,-1.95998406410217,
-2.726952516241E-06,-1.91998219490051,
-2.63039510173257E-06,-1.87997221946716,
-2.53597499977332E-06,-1.83996796607971,
-2.43955037149135E-06,-1.79999899864197,
-2.34518302022479E-06,-1.75998377799988,
-2.24887844524346E-06,-1.71997761726379,
-2.15361251321156E-06,-1.67997050285339,
-2.06165896088351E-06,-1.63999772071838,
-1.96800829144195E-06,-1.59999442100525,
-1.87545083463192E-06,-1.55998349189758,
-1.78641312231775E-06,-1.51997494697571,
-1.6964604583336E-06,-1.47996973991394,
-1.60910713020712E-06,-1.44000029563904,
-1.52271240949631E-06,-1.39998507499695,
-1.44037767313421E-06,-1.35997843742371,
-1.35942900669761E-06,-1.31998181343079,
-1.28115243569482E-06,-1.2800018787384,
-1.20459844765719E-06,-1.23998856544495,
-1.13140413304791E-06,-1.19998812675476,
-1.05938124761451E-06,-1.15998244285583,
-9.90493390418123E-07,-1.11999344825745,
-9.22387926038937E-07,-1.07999157905579,
-8.55195139592979E-07,-1.03998875617981,
-7.89154910307843E-07,-0.999984502792358,
-7.25510290067177E-07,-0.960000276565552,
-6.62911133986199E-07,-0.919996023178101,
-6.03323769610142E-07,-0.879997491836548,
-5.45439434063155E-07,-0.839988470077515,
-4.89723106511519E-07,-0.800004243850708,
-4.37564267485868E-07,-0.760005235671997,
-3.87182126360131E-07,-0.719992399215698,
-3.40164660883602E-07,-0.679980516433716,
-2.9650846045115E-07,-0.639978647232056,
-2.55761051448644E-07,-0.600009202957153,
-2.18988816413912E-07,-0.559997320175171,
-1.85937096830457E-07,-0.519984006881714,
-1.56224814418238E-07,-0.479980707168579,
-1.30024773170589E-07,-0.440005540847778,
-1.06780589703703E-07,-0.399999618530273,
-8.66997567072758E-08,-0.359981298446655,
-6.98479567518007E-08,-0.319974899291992,
-5.53825145743758E-08,-0.279998064041138,
-4.3600735466498E-08,-0.239988565444946,
-3.39628769552291E-08,-0.199989318847656,
-2.60932893070276E-08,-0.15999436378479,
-1.9604129875006E-08,-0.119993209838867,
-1.39680054189739E-08,-0.0799934864044189,
-8.28686097520404E-09,-0.0399906635284424,
-1.84741111297626E-12,1.04308128356934E-06,
1.70783494013449E-08,0.0400054454803467,
5.56285186803507E-08,0.0799961090087891,
1.33504727273248E-07,0.120007038116455,
2.62626599578653E-07,0.16000509262085,
4.40677013102686E-07,0.200004577636719,
6.57022837913246E-07,0.239985466003418,
9.00477289178525E-07,0.279982805252075,
1.16229784907773E-06,0.320000886917114,
1.43607212521601E-06,0.359999418258667,
1.71827377926093E-06,0.400001764297485,
2.00573413167149E-06,0.439998388290405,
2.29682154895272E-06,0.479998350143433,
2.59010994341224E-06,0.519995450973511,
2.88508999801707E-06,0.56000018119812,
3.18105776386801E-06,0.600005388259888,
3.47728564520366E-06,0.639999389648438,
3.77379183191806E-06,0.679991722106934,
4.07023435400333E-06,0.719999074935913,
4.36650771007407E-06,0.760001182556152,
4.66192068415694E-06,0.799993991851807,
4.95689255330944E-06,0.839994668960571,
5.25110044691246E-06,0.880005598068237,
5.54459438717458E-06,0.919997692108154,
5.83740893489448E-06,0.959991931915283,
6.12939129496226E-06,1,
6.42075065115932E-06,1.04000091552734,
6.71123598294798E-06,1.07999110221863,
7.0010855779401E-06,1.1199905872345,
7.29072689864552E-06,1.15999555587769,
7.57904399506515E-06,1.19999694824219,
7.86705459177028E-06,1.23998641967773,
8.15468865766888E-06,1.27999067306519,
8.44146507006371E-06,1.31999111175537,
8.72794407769106E-06,1.3599967956543,
9.01336807146436E-06,1.39998316764832,
9.29868201637873E-06,1.43999433517456,
9.58389045990771E-06,1.47998833656311,
9.86829218163621E-06,1.5199863910675,
1.01523883131449E-05,1.55998134613037,
1.04362889032927E-05,1.59999001026154,
1.07184023363516E-05,1.64000308513641,
1.10009277705103E-05,1.68000459671021,
1.12837151391432E-05,1.71999776363373,
1.15656584966928E-05,1.76000094413757,
1.18477619253099E-05,1.80000066757202,
1.21287303045392E-05,1.840003490448,
1.2409727787599E-05,1.88000774383545,
1.26898812595755E-05,1.92000138759613,
1.29703403217718E-05,1.96000170707703,
1.3250217307359E-05,2.00000262260437,
