Sample Name,IV_curve_4H_3L,,
Test Name,New 2T Resistance - Sweep,,
Location Info,,,
Mode,Sweeping,,
Speed,Normal,,
Start Delay,0,s,
Delay Between Measurements,0,s,
Number Of Samples,N/A,,
Precisio version,2.5.0.4,,
Executed,19/03/26 17:46:56,,
Duration,00:00:07,,
Device Terminal,Terminal 1,Terminal 2,
Instrument,Keithley TSP Instrument - SMU master,Keithley TSP Instrument - GNDU,
MiBot,4: miBot 4,3: miBot 3,
Operation Mode,Voltage Sweep,Common,
Start/Bias,-1,0,
Stop,1,N/A,
Step,0.04,N/A,
Number of Points,51,N/A,
Compliance,0.001,1.05,
Measure Current,Measured,N/A,
Measure Voltage,Measured,N/A,
Current Range,Auto,N/A,
Voltage Range,Auto,N/A,
I1,V1,
I Terminal 1,V Terminal 1,
-1.43724464578554E-05,-0.999993324279785,
-1.33523426484317E-05,-0.960007667541504,
-1.27201346913353E-05,-0.920004367828369,
-1.20780023280531E-05,-0.880002975463867,
-1.14546419354156E-05,-0.839995384216309,
-1.08641106635332E-05,-0.800010204315186,
-1.02646736195311E-05,-0.760010719299316,
-9.76707269728649E-06,-0.71995210647583,
-9.42756923905108E-06,-0.679982662200928,
-8.48618765303399E-06,-0.639978885650635,
-7.91486309026368E-06,-0.600009918212891,
-7.35116373107303E-06,-0.559996604919434,
-6.8016852310393E-06,-0.519984722137451,
-6.25310167379212E-06,-0.479980945587158,
-5.71405144000892E-06,-0.440005540847778,
-5.17609078087844E-06,-0.399999856948853,
-4.64701588498428E-06,-0.359990119934082,
-4.12263761973009E-06,-0.319981813430786,
-3.61094134859741E-06,-0.279998064041138,
-3.21066727337893E-06,-0.239994764328003,
-2.54939186561387E-06,-0.199991226196289,
-2.03751369554084E-06,-0.159996747970581,
-1.52762549987528E-06,-0.119995832443237,
-1.01893783721607E-06,-0.0799980163574219,
-5.09636265633162E-07,-0.0399878025054932,
1.25055521493778E-12,7.74860382080078E-07,
5.1074209750368E-07,0.0399987697601318,
1.0187995940214E-06,0.0800051689147949,
1.53054861584678E-06,0.120004653930664,
2.04405114345718E-06,0.16000509262085,
2.56073872151319E-06,0.200006723403931,
3.08241942548193E-06,0.239991188049316,
3.60733247362077E-06,0.279987812042236,
4.34081448474899E-06,0.319999933242798,
4.63536889583338E-06,0.359994411468506,
5.16915861226153E-06,0.399996519088745,
5.71529926673975E-06,0.439992427825928,
6.26189557806356E-06,0.479991674423218,
6.82115478412015E-06,0.519988059997559,
7.3875689849956E-06,0.559991598129272,
7.95442065282259E-06,0.599996328353882,
8.53675828693667E-06,0.639989614486694,
9.13046460482292E-06,0.679981231689453,
9.74320391833317E-06,0.719954490661621,
1.05000899566221E-05,0.758515119552612,
1.08797394204885E-05,0.800000667572021,
1.14962749648839E-05,0.840002059936523,
1.21341727208346E-05,0.880011796951294,
1.279785647057E-05,0.920005321502686,
1.37991009978577E-05,0.960001707077026,
1.42617063829675E-05,1.00000834465027,
