Sample Name,IV_curve_start_4H_3L,,
Test Name,New 2T Resistance - Sweep,,
Location Info,,,
Mode,Sweeping,,
Speed,Normal,,
Start Delay,0,s,
Delay Between Measurements,0,s,
Number Of Samples,N/A,,
Precisio version,2.5.0.4,,
Executed,19/03/26 17:00:29,,
Duration,00:00:07,,
Device Terminal,Terminal 1,Terminal 2,
Instrument,Keithley TSP Instrument - SMU master,Keithley TSP Instrument - GNDU,
MiBot,4: miBot 4,3: miBot 3,
Operation Mode,Voltage Sweep,Common,
Start/Bias,-1,0,
Stop,1,N/A,
Step,0.04,N/A,
Number of Points,51,N/A,
Compliance,0.001,1.05,
Measure Current,Measured,N/A,
Measure Voltage,Measured,N/A,
Current Range,Auto,N/A,
Voltage Range,Auto,N/A,
I1,V1,
I Terminal 1,V Terminal 1,
-2.38308857660741E-05,-0.999991416931152,
-2.27080745389685E-05,-0.960007190704346,
-2.16180051211268E-05,-0.920003414154053,
-2.05761607503518E-05,-0.880002498626709,
-1.95819593500346E-05,-0.839995384216309,
-1.8584105418995E-05,-0.800009727478027,
-1.7593294614926E-05,-0.760008335113525,
-1.70955318026245E-05,-0.719997882843018,
-1.58281181938946E-05,-0.679985523223877,
-1.43969955388457E-05,-0.639983177185059,
-1.34323636302724E-05,-0.600014686584473,
-1.24869111459702E-05,-0.560001373291016,
-1.15463626571E-05,-0.519988536834717,
-1.06213701656088E-05,-0.479983806610107,
-9.75371767708566E-06,-0.440000534057617,
-9.06008790479973E-06,-0.399998426437378,
-8.10252822702751E-06,-0.359991073608398,
-6.94263690093067E-06,-0.319979667663574,
-6.06374487688299E-06,-0.280002593994141,
-5.19372588314582E-06,-0.239992141723633,
-4.32232809544075E-06,-0.199990510940552,
-3.45914850186091E-06,-0.159995555877686,
-2.59398984781001E-06,-0.119994878768921,
-1.73123225977179E-06,-0.0799973011016846,
-8.87713667907519E-07,-0.0399911403656006,
-6.65210109218606E-11,9.83476638793945E-07,
8.59322540236462E-07,0.0399923324584961,
1.79421112989075E-06,0.0800034999847412,
2.64864866039716E-06,0.120004177093506,
3.44032559951302E-06,0.160001993179321,
4.31487751484383E-06,0.200002908706665,
5.19499462825479E-06,0.239986658096313,
6.08248319622362E-06,0.279987096786499,
6.97973609931068E-06,0.319990634918213,
7.8861457950552E-06,0.359987497329712,
8.80542120285099E-06,0.399988651275635,
9.73951318883337E-06,0.439984083175659,
1.06097722891718E-05,0.480000257492065,
1.15540315164253E-05,0.519997358322144,
1.25141814351082E-05,0.56000280380249,
1.34982401505113E-05,0.600008249282837,
1.45069207064807E-05,0.640002727508545,
1.553024048917E-05,0.679994344711304,
1.66563841048628E-05,0.720000982284546,
1.80951610673219E-05,0.760007381439209,
1.84876407729462E-05,0.799998760223389,
1.94602616829798E-05,0.839999675750732,
2.05267569981515E-05,0.88001012802124,
2.15857871808112E-05,0.920002698898315,
2.26467091124505E-05,0.959997653961182,
2.37609347095713E-05,1.000004529953,
