Sample Name,IV_curve_3H_4L_1,,
Test Name,New 2T Resistance - Sweep,,
Location Info,,,
Mode,Sweeping,,
Speed,Fast,,
Start Delay,0,s,
Delay Between Measurements,0,s,
Number Of Samples,N/A,,
Precisio version,2.5.0.4,,
Executed,16/04/26 15:44:56,,
Duration,00:00:05,,
Device Terminal,Terminal 1,Terminal 2,
Instrument,Keithley TSP Instrument - SMU master,Keithley TSP Instrument - GNDU,
MiBot,4: miBot 4,3: miBot 3,
Operation Mode,Voltage Sweep,Common,
Start/Bias,-1,0,
Stop,1,N/A,
Step,0.04,N/A,
Number of Points,51,N/A,
Compliance,0.001,1.05,
Measure Current,Measured,N/A,
Measure Voltage,Measured,N/A,
Current Range,Limited Auto (1E-08 A),N/A,
Voltage Range,Auto,N/A,
I1,V1,
I Terminal 1,V Terminal 1,
-1.44572404678911E-05,-0.999990224838257,
-1.37852039188147E-05,-0.96000599861145,
-1.31371925817803E-05,-0.920000791549683,
-1.24931830214337E-05,-0.88000226020813,
-1.18535244837403E-05,-0.839989423751831,
-1.12288980744779E-05,-0.800011396408081,
-1.06177903944626E-05,-0.760007619857788,
-1.00062898127362E-05,-0.719996690750122,
-9.40306745178532E-06,-0.679978132247925,
-8.80140032677446E-06,-0.639975309371948,
-8.21542562334798E-06,-0.600009202957153,
-7.63189564167988E-06,-0.559993505477905,
-7.05444108461961E-06,-0.519981145858765,
-6.47615888738073E-06,-0.479981660842896,
-5.91462594456971E-06,-0.440001726150513,
-5.35902836418245E-06,-0.399999380111694,
-4.80684684589505E-06,-0.359989404678345,
-4.26312726631295E-06,-0.319980144500732,
-3.72389149561059E-06,-0.280002355575562,
-3.18450292979833E-06,-0.239990949630737,
-2.64894333668053E-06,-0.199989557266235,
-2.11748010769952E-06,-0.159998655319214,
-1.58528564497828E-06,-0.119992733001709,
-1.05585058918223E-06,-0.0799965858459473,
-5.27348902323865E-07,-0.0399868488311768,
2.04778416446061E-11,-4.85777854919434E-06,
5.27887436874153E-07,0.040001392364502,
1.05695653473958E-06,0.0800070762634277,
1.58775947056711E-06,0.120009183883667,
2.11897713597864E-06,0.160004615783691,
2.65213202510495E-06,0.200010299682617,
3.18819365929812E-06,0.239990949630737,
3.72767863154877E-06,0.279995918273926,
4.27234226663131E-06,0.31999683380127,
4.82038740301505E-06,0.359995365142822,
5.37597225047648E-06,0.399999141693115,
5.93145887251012E-06,0.439992666244507,
6.49458070256514E-06,0.479992628097534,
7.06375067238696E-06,0.519989490509033,
7.63800653658109E-06,0.559992551803589,
8.22388210508507E-06,0.599997043609619,
8.81316100276308E-06,0.639989376068115,
9.41754296945874E-06,0.679982423782349,
1.00234137789812E-05,0.719990730285645,
1.06229708762839E-05,0.760009765625,
1.12440466182306E-05,0.799998760223389,
1.18653115350753E-05,0.840003728866577,
1.24974176287651E-05,0.880011558532715,
1.31311826407909E-05,0.920006036758423,
1.37789611471817E-05,0.959999561309814,
1.44245859701186E-05,1.0000102519989,
